TransactionID,ProductID,CustomerID,Date,Quantity,UnitPrice,StoreID
T102440,P0081,C0109,2025-05-20,5,856,S09
T102441,P0037,C0024,2025-04-22,2,975,S09
T102442,P0073,C0036,2025-03-09,3,1115,S02
T102443,P0051,C0358,2025-05-22,1,237,S03
T102444,P0093,C0285,2025-04-27,3,534,S07
T102445,P0027,C0313,2025-03-09,5,778,S06
T102446,P0088,C0485,2025-05-31,3,1144,S05
T102447,P0097,C0363,2025-02-14,4,938,S05
T102448,P0032,C0340,2025-05-07,3,302,S06
T102449,P0027,C0236,2025-05-17,5,778,S06
T102450,P0003,C0468,2025-01-23,2,500,S01
T102451,P0078,C0244,2025-06-09,1,896,S01
T102452,P0087,C0089,2025-03-29,4,1149,S09
T102453,P0090,C0361,2025-07-10,4,1275,S07
T102454,P0069,C0042,2025-06-26,1,984,S09
T102455,P0004,C0457,2025-02-09,4,1294,S02
T102456,P0046,C0498,2025-03-09,4,882,S10
T102457,P0046,C0199,2025-03-06,2,882,S01
T102458,P0016,C0237,2025-03-26,3,809,S04
T102459,P0057,C0005,2025-03-25,2,596,S01
T102460,P0098,C0144,2025-03-06,3,782,S04
T102461,P0012,C0418,2025-02-19,5,623,S05
T102462,P0092,C0114,2025-03-19,2,1212,S08
T102463,P0047,C0019,2025-03-17,3,511,S08
T102464,P0091,C0362,2025-03-12,5,1045,S04
T102465,P0001,C0101,2025-06-14,4,401,S02
T102466,P0036,C0292,2025-03-26,5,1051,S08
T102467,P0022,C0283,2025-01-25,2,882,S10
T102468,P0087,C0350,2025-07-01,5,1149,S10
T102469,P0023,C0034,2025-06-12,5,322,S03
T102470,P0096,C0034,2025-01-17,2,368,S05
T102471,P0073,C0439,2025-05-09,2,1115,S09
T102472,P0094,C0401,2025-04-13,3,1026,S04
T102473,P0087,C0012,2025-07-02,5,1149,S10
T102474,P0033,C0349,2025-02-22,5,613,S08
T102475,P0001,C0481,2025-06-26,4,401,S01
T102476,P0042,C0222,2025-03-15,4,981,S05
T102477,P0016,C0349,2025-05-19,5,809,S08
T102478,P0064,C0186,2025-02-20,5,920,S01
T102479,P0093,C0115,2025-05-10,1,534,S05
T102480,P0054,C0273,2025-02-20,4,1115,S06
T102481,P0001,C0201,2025-06-17,2,401,S06
T102482,P0011,C0451,2025-05-09,5,1201,S01
T102483,P0095,C0116,2025-05-17,4,656,S02
T102484,P0032,C0101,2025-05-01,2,302,S06
T102485,P0040,C0033,2025-04-17,1,725,S01
T102486,P0062,C0222,2025-03-05,1,735,S10
T102487,P0081,C0479,2025-05-20,3,856,S05
T102488,P0032,C0056,2025-07-07,4,302,S04
T102489,P0044,C0427,2025-05-16,1,1062,S06
T102490,P0067,C0407,2025-06-26,2,305,S02
T102491,P0100,C0308,2025-02-07,5,1217,S08
T102492,P0098,C0049,2025-03-07,4,782,S10
T102493,P0016,C0044,2025-02-05,1,809,S01
T102494,P0049,C0161,2025-02-04,1,614,S03
T102495,P0008,C0471,2025-06-23,4,778,S01
T102496,P0039,C0313,2025-04-10,4,996,S02
T102497,P0014,C0347,2025-05-24,1,956,S09
T102498,P0007,C0151,2025-06-21,4,563,S07
T102499,P0013,C0317,2025-06-03,4,963,S04
T102500,P0077,C0404,2025-04-05,5,1210,S01
T102501,P0059,C0197,2025-01-16,4,626,S07
T102502,P0080,C0318,2025-03-25,1,683,S06
T102503,P0084,C0481,2025-04-17,1,847,S08
T102504,P0067,C0169,2025-04-04,5,305,S04
T102505,P0014,C0053,2025-02-09,1,956,S10
T102506,P0092,C0035,2025-01-13,5,1212,S04
T102507,P0074,C0065,2025-02-08,5,1372,S05
T102508,P0046,C0216,2025-03-04,4,882,S10
T102509,P0057,C0096,2025-04-01,2,596,S03
T102510,P0006,C0031,2025-05-22,2,793,S05
T102511,P0075,C0224,2025-02-10,5,582,S06
T102512,P0040,C0299,2025-04-20,5,725,S03
T102513,P0019,C0241,2025-05-09,3,1281,S10
T102514,P0044,C0150,2025-04-06,3,1062,S01
T102515,P0067,C0301,2025-06-25,2,305,S01
T102516,P0031,C0260,2025-05-06,5,1090,S01
T102517,P0055,C0177,2025-06-15,2,732,S04
T102518,P0082,C0466,2025-02-20,2,697,S02
T102519,P0044,C0097,2025-03-14,4,1062,S08
T102520,P0077,C0355,2025-05-18,3,1210,S10
T102521,P0073,C0494,2025-02-01,3,1115,S10
T102522,P0039,C0215,2025-06-17,3,996,S03
T102523,P0014,C0233,2025-03-27,1,956,S08
T102524,P0029,C0472,2025-04-24,1,323,S04
T102525,P0089,C0118,2025-07-02,4,939,S10
T102526,P0028,C0123,2025-03-01,4,1015,S06
T102527,P0095,C0193,2025-04-16,2,656,S07
T102528,P0024,C0423,2025-02-24,1,572,S06
T102529,P0002,C0038,2025-03-20,3,736,S01
T102530,P0072,C0059,2025-07-06,2,381,S05
T102531,P0057,C0100,2025-01-24,5,596,S06
T102532,P0006,C0500,2025-02-22,1,793,S04
T102533,P0026,C0146,2025-01-14,2,1235,S04
T102534,P0034,C0369,2025-04-13,2,790,S06
T102535,P0071,C0126,2025-05-27,2,1040,S04
T102536,P0003,C0091,2025-04-02,3,500,S02
T102537,P0003,C0426,2025-05-12,2,500,S07
T102538,P0084,C0404,2025-02-11,1,847,S06
T102539,P0027,C0157,2025-03-14,4,778,S04
T102540,P0048,C0415,2025-04-22,3,628,S03
T102541,P0068,C0410,2025-04-07,5,992,S07
T102542,P0092,C0034,2025-01-18,1,1212,S03
T102543,P0017,C0407,2025-04-20,2,463,S04
T102544,P0069,C0194,2025-06-07,3,984,S06
T102545,P0077,C0220,2025-01-13,2,1210,S01
T102546,P0098,C0316,2025-07-01,5,782,S04
T102547,P0069,C0151,2025-04-27,2,984,S06
T102548,P0032,C0028,2025-02-26,3,302,S03
T102549,P0066,C0496,2025-05-14,5,665,S08
T102550,P0027,C0373,2025-01-31,1,778,S08
T102551,P0085,C0315,2025-03-13,1,696,S03
T102552,P0066,C0199,2025-07-07,5,665,S06
T102553,P0064,C0266,2025-03-31,4,920,S03
T102554,P0042,C0365,2025-06-22,3,981,S09
T102555,P0089,C0248,2025-06-11,4,939,S08
T102556,P0035,C0298,2025-03-14,4,349,S10
T102557,P0084,C0019,2025-05-18,2,847,S04
T102558,P0026,C0232,2025-02-03,2,1235,S07
T102559,P0028,C0157,2025-02-03,4,1015,S07
T102560,P0074,C0081,2025-06-15,3,1372,S05
T102561,P0071,C0044,2025-06-05,2,1040,S02
T102562,P0038,C0228,2025-01-21,5,1234,S06
T102563,P0030,C0299,2025-05-07,1,500,S08
T102564,P0066,C0319,2025-04-11,3,665,S07
T102565,P0058,C0240,2025-02-13,4,1052,S07
T102566,P0048,C0412,2025-07-03,4,628,S06
T102567,P0035,C0196,2025-06-10,1,349,S03
T102568,P0057,C0120,2025-04-03,3,596,S02
T102569,P0046,C0462,2025-02-08,1,882,S05
T102570,P0065,C0263,2025-04-15,5,1005,S02
T102571,P0036,C0475,2025-01-19,2,1051,S02
T102572,P0016,C0037,2025-04-30,3,809,S01
T102573,P0070,C0103,2025-06-12,3,947,S04
T102574,P0087,C0169,2025-05-14,3,1149,S05
T102575,P0096,C0418,2025-03-13,3,368,S04
T102576,P0091,C0310,2025-06-01,2,1045,S09
T102577,P0034,C0005,2025-01-25,3,790,S05
T102578,P0045,C0401,2025-03-13,4,772,S07
T102579,P0075,C0388,2025-01-30,1,582,S08
T102580,P0084,C0263,2025-04-27,2,847,S07
T102581,P0030,C0117,2025-06-27,2,500,S08
T102582,P0030,C0265,2025-01-25,5,500,S09
T102583,P0097,C0240,2025-01-14,4,938,S06
T102584,P0011,C0161,2025-02-28,2,1201,S07
T102585,P0099,C0483,2025-03-28,4,839,S04
T102586,P0057,C0231,2025-01-24,5,596,S01
T102587,P0048,C0072,2025-03-09,5,628,S03
T102588,P0040,C0483,2025-05-28,1,725,S08
T102589,P0085,C0428,2025-05-29,3,696,S06
T102590,P0029,C0215,2025-03-27,4,323,S07
T102591,P0098,C0399,2025-04-17,5,782,S05
T102592,P0042,C0301,2025-03-25,1,981,S10
T102593,P0005,C0473,2025-02-26,2,711,S03
T102594,P0043,C0291,2025-01-14,5,716,S10
T102595,P0074,C0444,2025-04-05,4,1372,S07
T102596,P0027,C0486,2025-02-03,4,778,S02
T102597,P0069,C0198,2025-04-20,2,984,S08
T102598,P0014,C0169,2025-07-07,5,956,S08
T102599,P0082,C0459,2025-05-30,3,697,S02
T102600,P0022,C0054,2025-05-30,5,882,S03
T102601,P0005,C0424,2025-03-16,5,711,S08
T102602,P0004,C0096,2025-03-26,2,1294,S02
T102603,P0050,C0146,2025-06-29,2,1276,S04
T102604,P0038,C0338,2025-03-05,5,1234,S02
T102605,P0059,C0030,2025-02-02,3,626,S09
T102606,P0002,C0088,2025-06-04,3,736,S07
T102607,P0051,C0081,2025-04-10,1,237,S03
T102608,P0069,C0215,2025-01-21,4,984,S02
T102609,P0050,C0490,2025-06-25,2,1276,S03
T102610,P0027,C0159,2025-05-27,4,778,S08
T102611,P0021,C0310,2025-02-18,5,1251,S05
T102612,P0076,C0104,2025-03-24,5,198,S08
T102613,P0036,C0104,2025-02-13,1,1051,S03
T102614,P0058,C0033,2025-01-18,4,1052,S10
T102615,P0032,C0270,2025-05-27,3,302,S10
T102616,P0063,C0236,2025-01-12,4,735,S10
T102617,P0006,C0378,2025-03-23,1,793,S05
T102618,P0083,C0452,2025-07-06,4,1127,S06
T102619,P0090,C0432,2025-01-13,3,1275,S07
T102620,P0079,C0422,2025-03-10,2,1241,S07
T102621,P0032,C0092,2025-04-24,5,302,S07
T102622,P0059,C0197,2025-03-30,2,626,S10
T102623,P0013,C0202,2025-01-30,1,963,S04
T102624,P0021,C0141,2025-01-18,5,1251,S05
T102625,P0086,C0470,2025-02-08,1,979,S04
T102626,P0064,C0211,2025-05-10,5,920,S02
T102627,P0048,C0040,2025-01-17,1,628,S09
T102628,P0099,C0400,2025-05-22,3,839,S07
T102629,P0058,C0085,2025-05-16,3,1052,S04
T102630,P0065,C0023,2025-01-13,4,1005,S01
T102631,P0010,C0328,2025-04-09,4,846,S07
T102632,P0044,C0382,2025-04-01,4,1062,S04
T102633,P0051,C0020,2025-06-11,1,237,S05
T102634,P0015,C0364,2025-03-12,2,1074,S06
T102635,P0086,C0384,2025-05-20,4,979,S08
T102636,P0060,C0035,2025-06-24,1,810,S09
T102637,P0085,C0125,2025-03-09,4,696,S03
T102638,P0061,C0421,2025-04-29,3,716,S03
T102639,P0022,C0430,2025-06-02,1,882,S10
T102640,P0013,C0091,2025-06-23,3,963,S02
T102641,P0069,C0380,2025-06-20,4,984,S03
T102642,P0010,C0344,2025-01-19,1,846,S05
T102643,P0020,C0226,2025-01-23,3,1310,S03
T102644,P0028,C0366,2025-02-26,1,1015,S09
T102645,P0028,C0227,2025-03-10,1,1015,S09
T102646,P0083,C0340,2025-05-03,1,1127,S07
T102647,P0089,C0158,2025-04-18,4,939,S01
T102648,P0077,C0003,2025-02-28,1,1210,S07
T102649,P0099,C0104,2025-01-12,2,839,S06
T102650,P0031,C0103,2025-05-25,1,1090,S01
T102651,P0054,C0015,2025-05-17,1,1115,S06
T102652,P0025,C0349,2025-03-21,1,1059,S04
T102653,P0013,C0409,2025-02-13,2,963,S03
T102654,P0006,C0213,2025-03-24,5,793,S02
T102655,P0042,C0166,2025-02-03,5,981,S04
T102656,P0080,C0107,2025-05-14,5,683,S07
T102657,P0055,C0062,2025-06-03,2,732,S04
T102658,P0014,C0183,2025-04-12,3,956,S03
T102659,P0002,C0206,2025-02-07,3,736,S01
T102660,P0050,C0109,2025-04-23,4,1276,S04
T102661,P0009,C0337,2025-05-22,3,915,S10
T102662,P0048,C0023,2025-01-28,1,628,S04
T102663,P0053,C0155,2025-07-04,5,982,S08
T102664,P0014,C0365,2025-02-13,5,956,S10
T102665,P0022,C0129,2025-04-12,1,882,S10
T102666,P0042,C0324,2025-02-11,4,981,S03
T102667,P0043,C0090,2025-06-20,3,716,S08
T102668,P0009,C0172,2025-03-20,1,915,S10
T102669,P0075,C0230,2025-06-26,4,582,S09
T102670,P0082,C0380,2025-04-19,2,697,S09
T102671,P0076,C0361,2025-02-24,1,198,S04
T102672,P0003,C0316,2025-06-15,1,500,S05
T102673,P0031,C0378,2025-02-26,4,1090,S04
T102674,P0080,C0041,2025-04-23,1,683,S03
T102675,P0048,C0256,2025-05-24,3,628,S04
T102676,P0020,C0193,2025-01-28,2,1310,S01
T102677,P0031,C0473,2025-02-28,5,1090,S08
T102678,P0095,C0450,2025-04-19,3,656,S03
T102679,P0036,C0163,2025-04-08,1,1051,S09
T102680,P0054,C0332,2025-05-20,3,1115,S01
T102681,P0030,C0434,2025-04-15,3,500,S06
T102682,P0032,C0106,2025-05-25,5,302,S01
T102683,P0086,C0128,2025-02-04,2,979,S10
T102684,P0049,C0267,2025-07-07,3,614,S03
T102685,P0057,C0323,2025-06-25,1,596,S02
T102686,P0063,C0036,2025-06-10,2,735,S01
T102687,P0082,C0073,2025-02-16,2,697,S03
T102688,P0012,C0089,2025-01-12,5,623,S09
T102689,P0027,C0121,2025-04-19,5,778,S02
T102690,P0055,C0372,2025-06-10,4,732,S05
T102691,P0022,C0370,2025-06-16,2,882,S04
T102692,P0055,C0091,2025-06-18,5,732,S04
T102693,P0039,C0147,2025-02-04,5,996,S08
T102694,P0082,C0104,2025-04-13,3,697,S08
T102695,P0011,C0487,2025-04-24,3,1201,S07
T102696,P0049,C0086,2025-03-31,4,614,S08
T102697,P0055,C0259,2025-06-18,5,732,S07
T102698,P0098,C0080,2025-03-03,4,782,S01
T102699,P0098,C0196,2025-05-03,4,782,S02
T102700,P0098,C0465,2025-03-25,3,782,S10
T102701,P0069,C0079,2025-01-31,5,984,S03
T102702,P0033,C0195,2025-05-28,4,613,S05
T102703,P0059,C0146,2025-04-10,4,626,S09
T102704,P0078,C0247,2025-02-03,1,896,S06
T102705,P0018,C0367,2025-05-07,4,673,S04
T102706,P0020,C0470,2025-02-04,2,1310,S01
T102707,P0002,C0442,2025-01-28,5,736,S06
T102708,P0063,C0208,2025-03-04,4,735,S07
T102709,P0096,C0192,2025-03-21,4,368,S08
T102710,P0040,C0329,2025-05-06,5,725,S02
T102711,P0053,C0454,2025-06-14,1,982,S02
T102712,P0050,C0478,2025-05-24,5,1276,S03
T102713,P0025,C0391,2025-04-27,4,1059,S05
T102714,P0099,C0468,2025-02-27,3,839,S09
T102715,P0091,C0251,2025-01-24,3,1045,S01
T102716,P0084,C0198,2025-03-06,4,847,S04
T102717,P0032,C0245,2025-06-13,1,302,S06
T102718,P0081,C0362,2025-02-08,1,856,S03
T102719,P0034,C0310,2025-05-01,4,790,S03
T102720,P0033,C0127,2025-04-08,5,613,S10
T102721,P0085,C0431,2025-03-09,2,696,S01
T102722,P0015,C0395,2025-03-17,1,1074,S07
T102723,P0051,C0362,2025-05-13,5,237,S02
T102724,P0067,C0466,2025-05-22,2,305,S07
T102725,P0022,C0425,2025-03-16,4,882,S05
T102726,P0089,C0155,2025-02-26,5,939,S09
T102727,P0085,C0454,2025-03-14,4,696,S10
T102728,P0040,C0376,2025-01-30,4,725,S02
T102729,P0014,C0326,2025-02-18,5,956,S06
T102730,P0019,C0138,2025-03-03,2,1281,S07
T102731,P0090,C0158,2025-02-07,1,1275,S03
T102732,P0063,C0001,2025-02-12,1,735,S02
T102733,P0100,C0357,2025-02-28,4,1217,S09
T102734,P0054,C0336,2025-01-13,3,1115,S07
T102735,P0022,C0091,2025-03-09,3,882,S03
T102736,P0091,C0069,2025-03-12,2,1045,S08
T102737,P0024,C0258,2025-06-13,1,572,S08
T102738,P0073,C0417,2025-04-04,2,1115,S03
T102739,P0026,C0031,2025-03-23,2,1235,S04
T102740,P0034,C0462,2025-04-28,4,790,S08
T102741,P0081,C0468,2025-04-14,5,856,S02
T102742,P0082,C0086,2025-05-21,1,697,S05
T102743,P0011,C0194,2025-02-15,1,1201,S05
T102744,P0009,C0176,2025-03-17,1,915,S10
T102745,P0031,C0245,2025-03-31,4,1090,S02
T102746,P0002,C0032,2025-06-15,3,736,S01
T102747,P0086,C0299,2025-07-03,1,979,S02
T102748,P0028,C0268,2025-03-24,1,1015,S07
T102749,P0078,C0267,2025-06-18,3,896,S08
T102750,P0061,C0388,2025-03-19,3,716,S10
T102751,P0055,C0173,2025-02-18,3,732,S06
T102752,P0041,C0419,2025-03-07,2,266,S06
T102753,P0086,C0205,2025-04-02,4,979,S10
T102754,P0008,C0500,2025-06-27,3,778,S06
T102755,P0013,C0002,2025-06-11,4,963,S07
T102756,P0093,C0428,2025-03-21,2,534,S01
T102757,P0078,C0063,2025-05-07,5,896,S05
T102758,P0090,C0385,2025-06-11,2,1275,S06
T102759,P0058,C0317,2025-05-21,4,1052,S09
T102760,P0053,C0339,2025-05-11,2,982,S01
T102761,P0082,C0491,2025-04-30,3,697,S01
T102762,P0082,C0185,2025-01-27,1,697,S06
T102763,P0087,C0228,2025-04-19,2,1149,S10
T102764,P0063,C0205,2025-02-10,5,735,S02
T102765,P0045,C0220,2025-04-26,4,772,S02
T102766,P0094,C0198,2025-03-01,3,1026,S10
T102767,P0025,C0365,2025-03-14,2,1059,S09
T102768,P0074,C0402,2025-01-12,5,1372,S01
T102769,P0017,C0255,2025-04-29,1,463,S05
T102770,P0087,C0281,2025-02-19,4,1149,S03
T102771,P0058,C0489,2025-06-01,1,1052,S08
T102772,P0085,C0277,2025-06-19,2,696,S04
T102773,P0028,C0088,2025-03-26,1,1015,S02
T102774,P0056,C0367,2025-05-11,1,474,S03
T102775,P0042,C0463,2025-07-10,4,981,S05
T102776,P0029,C0369,2025-03-24,3,323,S08
T102777,P0086,C0064,2025-03-21,2,979,S09
T102778,P0082,C0372,2025-02-24,4,697,S02
T102779,P0089,C0171,2025-06-04,2,939,S10
T102780,P0099,C0474,2025-02-05,5,839,S02
T102781,P0083,C0176,2025-03-12,4,1127,S07
T102782,P0084,C0329,2025-01-25,5,847,S07
T102783,P0030,C0115,2025-05-06,3,500,S02
T102784,P0038,C0045,2025-05-21,1,1234,S02
T102785,P0044,C0380,2025-01-15,5,1062,S04
T102786,P0096,C0483,2025-02-26,1,368,S10
T102787,P0048,C0066,2025-02-11,3,628,S07
T102788,P0074,C0378,2025-04-14,1,1372,S05
T102789,P0008,C0303,2025-05-24,5,778,S04
T102790,P0050,C0217,2025-03-17,3,1276,S06
T102791,P0087,C0479,2025-04-30,2,1149,S09
T102792,P0085,C0309,2025-04-13,5,696,S04
T102793,P0014,C0203,2025-04-26,1,956,S09
T102794,P0059,C0162,2025-02-06,2,626,S05
T102795,P0029,C0256,2025-01-23,4,323,S03
T102796,P0077,C0146,2025-01-24,2,1210,S01
T102797,P0077,C0164,2025-06-13,3,1210,S09
T102798,P0089,C0064,2025-06-23,3,939,S10
T102799,P0062,C0324,2025-01-16,2,735,S08
T102800,P0038,C0361,2025-06-10,4,1234,S01
T102801,P0043,C0079,2025-06-05,2,716,S04
T102802,P0090,C0377,2025-02-25,1,1275,S03
T102803,P0063,C0373,2025-06-23,4,735,S05
T102804,P0085,C0468,2025-03-23,2,696,S01
T102805,P0071,C0201,2025-06-25,3,1040,S07
T102806,P0087,C0243,2025-04-23,3,1149,S07
T102807,P0051,C0037,2025-01-18,5,237,S05
T102808,P0037,C0357,2025-07-03,2,975,S09
T102809,P0051,C0050,2025-06-24,2,237,S06
T102810,P0097,C0406,2025-06-15,5,938,S01
T102811,P0091,C0156,2025-03-25,4,1045,S03
T102812,P0074,C0071,2025-07-08,4,1372,S08
T102813,P0038,C0460,2025-06-08,2,1234,S04
T102814,P0028,C0412,2025-01-15,2,1015,S01
T102815,P0047,C0372,2025-05-26,5,511,S02
T102816,P0087,C0403,2025-03-06,2,1149,S07
T102817,P0055,C0348,2025-02-14,2,732,S01
T102818,P0013,C0183,2025-06-22,4,963,S03
T102819,P0007,C0061,2025-03-06,5,563,S06
T102820,P0076,C0223,2025-02-15,2,198,S07
T102821,P0032,C0018,2025-06-25,1,302,S04
T102822,P0051,C0251,2025-06-15,3,237,S10
T102823,P0023,C0335,2025-04-02,4,322,S02
T102824,P0100,C0238,2025-02-16,4,1217,S05
T102825,P0081,C0335,2025-03-03,4,856,S06
T102826,P0002,C0062,2025-01-18,1,736,S02
T102827,P0016,C0251,2025-04-09,5,809,S04
T102828,P0003,C0301,2025-06-16,5,500,S10
T102829,P0062,C0141,2025-05-05,1,735,S10
T102830,P0024,C0197,2025-03-03,4,572,S07
T102831,P0039,C0293,2025-02-07,2,996,S02
T102832,P0042,C0033,2025-07-06,5,981,S03
T102833,P0052,C0417,2025-04-05,1,879,S07
T102834,P0072,C0419,2025-05-15,5,381,S09
T102835,P0063,C0033,2025-04-23,5,735,S10
T102836,P0069,C0366,2025-02-20,1,984,S04
T102837,P0085,C0460,2025-05-08,1,696,S03
T102838,P0077,C0356,2025-05-27,2,1210,S01
T102839,P0072,C0229,2025-05-19,3,381,S02
T102840,P0006,C0066,2025-06-09,5,793,S04
T102841,P0084,C0083,2025-03-28,1,847,S09
T102842,P0033,C0436,2025-05-24,1,613,S02
T102843,P0016,C0260,2025-03-23,3,809,S06
T102844,P0070,C0088,2025-04-27,4,947,S01
T102845,P0032,C0154,2025-07-06,1,302,S09
T102846,P0038,C0338,2025-05-16,5,1234,S08
T102847,P0018,C0296,2025-03-17,4,673,S06
T102848,P0067,C0467,2025-03-09,3,305,S10
T102849,P0069,C0262,2025-01-12,2,984,S02
T102850,P0085,C0420,2025-02-28,1,696,S04
T102851,P0005,C0097,2025-06-14,2,711,S05
T102852,P0028,C0491,2025-01-13,2,1015,S10
T102853,P0071,C0111,2025-01-12,5,1040,S06
T102854,P0036,C0066,2025-02-24,5,1051,S07
T102855,P0010,C0282,2025-02-23,3,846,S05
T102856,P0049,C0333,2025-04-10,2,614,S07
T102857,P0059,C0043,2025-04-27,3,626,S07
T102858,P0089,C0074,2025-02-24,5,939,S04
T102859,P0010,C0323,2025-01-31,3,846,S04
T102860,P0092,C0191,2025-06-15,5,1212,S09
T102861,P0078,C0084,2025-05-18,4,896,S03
T102862,P0041,C0404,2025-04-29,4,266,S07
T102863,P0004,C0494,2025-06-01,5,1294,S04
T102864,P0010,C0139,2025-06-29,1,846,S09
T102865,P0015,C0351,2025-02-22,5,1074,S07
T102866,P0009,C0169,2025-07-10,1,915,S06
T102867,P0043,C0399,2025-04-23,3,716,S03
T102868,P0029,C0141,2025-05-09,1,323,S02
T102869,P0049,C0497,2025-06-17,2,614,S07
T102870,P0014,C0401,2025-06-30,1,956,S03
T102871,P0068,C0373,2025-02-09,3,992,S10
T102872,P0063,C0049,2025-01-25,5,735,S06
T102873,P0090,C0293,2025-07-01,3,1275,S09
T102874,P0035,C0312,2025-05-05,1,349,S01
T102875,P0022,C0163,2025-02-18,4,882,S03
T102876,P0045,C0413,2025-05-03,5,772,S09
T102877,P0077,C0452,2025-02-12,4,1210,S08
T102878,P0076,C0066,2025-01-17,3,198,S01
T102879,P0088,C0263,2025-05-08,2,1144,S03
T102880,P0019,C0194,2025-07-05,5,1281,S05
T102881,P0007,C0471,2025-05-02,3,563,S04
T102882,P0087,C0312,2025-06-03,4,1149,S08
T102883,P0024,C0225,2025-03-01,3,572,S08
T102884,P0065,C0147,2025-05-17,3,1005,S07
T102885,P0067,C0483,2025-04-03,2,305,S05
T102886,P0082,C0440,2025-02-04,1,697,S05
T102887,P0053,C0395,2025-05-29,3,982,S02
T102888,P0082,C0041,2025-05-20,1,697,S04
T102889,P0012,C0085,2025-07-05,5,623,S01
T102890,P0011,C0381,2025-01-17,3,1201,S09
T102891,P0064,C0414,2025-02-16,1,920,S07
T102892,P0087,C0261,2025-03-21,2,1149,S08
T102893,P0064,C0264,2025-05-09,5,920,S02
T102894,P0052,C0008,2025-02-24,5,879,S04
T102895,P0096,C0004,2025-05-20,4,368,S09
T102896,P0096,C0177,2025-05-14,2,368,S09
T102897,P0088,C0312,2025-05-28,1,1144,S10
T102898,P0058,C0494,2025-03-08,2,1052,S09
T102899,P0029,C0090,2025-04-07,1,323,S06
T102900,P0018,C0264,2025-01-27,3,673,S01
T102901,P0055,C0254,2025-06-25,4,732,S03
T102902,P0048,C0497,2025-03-02,1,628,S06
T102903,P0087,C0128,2025-04-18,5,1149,S02
T102904,P0038,C0154,2025-02-06,4,1234,S05
T102905,P0034,C0110,2025-03-06,1,790,S10
T102906,P0051,C0112,2025-04-19,3,237,S09
T102907,P0005,C0479,2025-04-12,4,711,S10
T102908,P0063,C0030,2025-04-02,3,735,S01
T102909,P0079,C0236,2025-07-04,3,1241,S05
T102910,P0046,C0055,2025-01-12,1,882,S06
T102911,P0093,C0096,2025-03-02,4,534,S06
T102912,P0002,C0052,2025-04-10,4,736,S08
T102913,P0026,C0044,2025-06-23,5,1235,S09
T102914,P0020,C0211,2025-03-25,1,1310,S08
T102915,P0001,C0080,2025-05-19,3,401,S04
T102916,P0061,C0203,2025-01-25,3,716,S05
T102917,P0047,C0220,2025-07-04,2,511,S09
T102918,P0035,C0056,2025-02-05,4,349,S08
T102919,P0021,C0072,2025-05-01,3,1251,S07
T102920,P0001,C0184,2025-03-22,2,401,S02
T102921,P0025,C0146,2025-01-12,1,1059,S03
T102922,P0051,C0216,2025-06-14,3,237,S01
T102923,P0021,C0342,2025-06-13,2,1251,S08
T102924,P0086,C0137,2025-01-19,1,979,S07
T102925,P0063,C0282,2025-05-21,4,735,S03
T102926,P0042,C0385,2025-04-22,4,981,S09
T102927,P0093,C0473,2025-03-18,4,534,S03
T102928,P0015,C0491,2025-02-27,1,1074,S01
T102929,P0017,C0080,2025-02-23,3,463,S09
T102930,P0002,C0393,2025-03-25,2,736,S01
T102931,P0087,C0425,2025-01-14,3,1149,S07
T102932,P0077,C0378,2025-02-26,1,1210,S07
T102933,P0062,C0149,2025-06-04,3,735,S08
T102934,P0011,C0390,2025-06-21,4,1201,S04
T102935,P0080,C0079,2025-05-22,5,683,S03
T102936,P0032,C0144,2025-02-19,1,302,S05
T102937,P0090,C0127,2025-01-20,4,1275,S04
T102938,P0061,C0362,2025-01-21,1,716,S09
T102939,P0079,C0093,2025-03-16,2,1241,S10
T102940,P0081,C0325,2025-02-19,2,856,S04
T102941,P0016,C0068,2025-05-20,4,809,S01
T102942,P0036,C0099,2025-02-10,2,1051,S07
T102943,P0003,C0316,2025-04-11,2,500,S02
T102944,P0007,C0195,2025-04-21,4,563,S09
T102945,P0040,C0359,2025-06-13,2,725,S04
T102946,P0044,C0219,2025-06-22,4,1062,S01
T102947,P0066,C0219,2025-04-02,1,665,S05
T102948,P0015,C0138,2025-03-13,3,1074,S05
T102949,P0045,C0365,2025-06-12,4,772,S04
T102950,P0041,C0459,2025-02-03,1,266,S03
T102951,P0006,C0001,2025-01-24,1,793,S06
T102952,P0028,C0147,2025-03-24,4,1015,S05
T102953,P0078,C0052,2025-04-22,4,896,S03
T102954,P0033,C0486,2025-02-10,4,613,S06
T102955,P0043,C0156,2025-04-02,1,716,S02
T102956,P0086,C0007,2025-05-10,5,979,S03
T102957,P0043,C0185,2025-01-25,3,716,S10
T102958,P0068,C0310,2025-06-22,3,992,S04
T102959,P0084,C0142,2025-07-02,2,847,S10
T102960,P0050,C0045,2025-01-31,1,1276,S03
T102961,P0081,C0381,2025-05-04,5,856,S02
T102962,P0006,C0301,2025-06-18,2,793,S04
T102963,P0091,C0229,2025-05-10,1,1045,S02
T102964,P0070,C0317,2025-03-09,3,947,S05
T102965,P0093,C0243,2025-01-30,2,534,S09
T102966,P0093,C0079,2025-02-03,1,534,S03
T102967,P0025,C0215,2025-06-22,5,1059,S05
T102968,P0098,C0437,2025-01-13,5,782,S06
T102969,P0047,C0230,2025-03-18,1,511,S07
T102970,P0009,C0248,2025-03-24,4,915,S09
